Index,Feature,Name
93,"[108 124 120 ..., 142 132 141]",023e4e28415506e0deddcbd8f8bdab29
94,"[219 232 242 ...,  38  42  42]",0246f44bb123ce3f91c939861eb97fb7
95,"[205 205 195 ..., 102  91  71]",024ecfa590271db8616bfaa59159d7b2
96,"[147 171 190 ..., 111 110  44]",024fc0be976885d5cfcf6770239a9001
97,"[35 26 34 ..., 92 72 74]",024fd994941146f8dfdb38a9b2b74efd
98,"[162 165 162 ..., 183 183 183]",02508e76981e1ba059d785704b4c480c
99,"[233 234 231 ...,  46  45  40]",0255a5bca3b9d91d4fdba8d7419b5e69
100,"[38 47 72 ..., 51 49 48]",025bab46ddcde249d5c52c660fea6d26
101,"[136 135 133 ...,  70  68  72]",025d903b457b865fd29424916e42fbc2
102,"[ 30  37  35 ..., 163 162 112]",0264c5fcaaba5e31082395476447b254
103,"[ 51  60  33 ...,  79 108  24]",0267c5f1acbab52ae4a7927e0398612b
104,"[183 187 202 ...,  67  34  31]",0270276158566af50ef48b1284c998d6
105,"[40 23 16 ..., 25 20 17]",02777bdfcf9f1a593af768e6616df4b3
106,"[174 227 255 ...,  74  64  56]",0287b3374c33346e2b41f73af3a36261
107,"[253 252 252 ..., 244 221 184]",029202b0cf0b5d6d48c6ce7b432409ef
108,"[166 195  75 ..., 177 173 110]",0294b42910cb8a8d8340e45d8aaf2953
109,"[ 62  52  26 ..., 218 206 179]",0296633efc21006e3ce2af7eaeff04f7
110,"[219 213 213 ..., 229 220 214]",029ed6af5dcadfd105db9271e12ede14
111,"[ 97 110 123 ...,   9   9  11]",02a3edc1d6aae095185131fe185478e0
112,"[178 205 222 ..., 100 122  74]",02a8ed20109bd62bd5894f276c08c8a2
113,"[ 34  43  33 ..., 216 218 217]",02ad779f2721db9364d3bb68f5580582
114,"[44 61 48 ..., 26 27 24]",02b1c50fb7315423a664f3ce68c94e30
115,"[103 110  86 ..., 251 246 243]",02c48781eff39a66ae6dd8626e35809e
116,"[223 240 249 ...,  91  99 160]",02c90d8109d9a48739b9887349d92b1f
117,"[ 69 108  60 ...,  54  91  53]",02cc0d7c8b7b513b4325bda30dce222d
118,"[161 193 152 ..., 210 204 200]",02d45a238621c3f2cbde5c1d173ead1e
119,"[75 73 90 ..., 10 10  8]",02d54f0dfb40038765e838459ae8c956
120,"[103 126  70 ...,  72  67  64]",02df8523833c432f90071f86dff69a8f
121,"[199 167 128 ...,  90  67  55]",02dfcd0a24a9c41070f4f94b4c9933ff
122,"[ 72  63  53 ..., 122 116 108]",02e7b5a86cec57f5935374946d4f5dc1
123,"[159 193  98 ..., 133 156  83]",02eef0f899b81ddf27a42641bc8db9ee
124,"[114 129 101 ..., 113 131 142]",02ef5f19db8cf4da62016a1067bdc548
125,"[ 80  75  69 ..., 192 197 198]",02f07e7e51662336a9d8c775a4eac5f4
126,"[233 239 253 ...,  52  65  38]",02f3d5fd1eea0a2e6f4742bc54b51ba9
127,"[120  59  10 ...,  47  35  16]",02f6152a9401568d695234d33bb6c37d
128,"[ 59  46  21 ..., 151 153 142]",02ff77af410e966b7b661f6f0789d947
129,"[51 67 75 ..., 52 71 74]",0310a425f26d797634aadeb66bd63ef1
130,"[111  97  84 ...,  69  33  12]",0311a6a51a414ba91f3ad8055170baa1
131,"[70 68 64 ..., 59 55 59]",0314048edbd08c8c50eb3c93281bd043
132,"[115 133 169 ...,  92  74  66]",031d3353588a81b42bcae74ff19571b0
133,"[121   2   0 ...,  47  50  44]",0325e6ba5b6afd3e0dd94c3a77b6de59
134,"[ 65  95  50 ..., 145 159  78]",032620ae0f847d957d94d1fd76cb17e8
135,"[26 20 14 ..., 57 57 52]",0326344e0d5181130c28d25edd5627e4
136,"[133 161 173 ...,  21  32  49]",0326d40cc2b35521f1f3e73cabcf2a23
137,"[131 178  97 ..., 190 202 156]",032c14b2df4193004913b01ab48f87c6
138,"[149 174 164 ..., 247 247 237]",0341e3d7a4624d6a7b061fdc25b69044
139,"[144  92  74 ..., 142 111  94]",0345638400c47bbd920474672562077e
140,"[246 245 243 ...,  94 110 127]",03564fbb4aba93dd80e5c7cd76f28d28
141,"[151 153 152 ...,  96 116  71]",035b459eb52acba2ae75bed041b368fe
142,"[ 83  75  49 ..., 143  97  50]",035f28d8ad34afaf7c8d276d6674bf8f
143,"[43 68 33 ..., 42 71 32]",035fe39454c2ddb2f6a37146cacf0ac0
144,"[  6   6   4 ...,  99 110 119]",0360d42966d191a5db4c4bb2e8c66229
145,"[ 67  53  40 ..., 162 106  57]",0365fe4e3e13a885c6b02ebbbf2d9173
146,"[ 93 111  99 ..., 170 186 156]",0374e657c8b3b55579751adcaa7c8023
147,"[171 185 187 ..., 164 167 175]",0379145880ad3978f9b80f0dc2c03fba
148,"[38 35 23 ..., 71 57 48]",037ac6cbd9c96d70e68917aa059b6aab
149,"[157 159 137 ..., 101 100  49]",039bdddd8546f0fafdf984b810d1138b
150,"[133 122  35 ..., 239 204 166]",039e61713398f27d027480e4bd0056d1
151,"[150  37  64 ..., 116  83  39]",03ae71ff9e4c5ac97afdfa956ea5e191
152,"[207 207 209 ..., 239 237 238]",03b0e7ace52c10dc4878f60307cdebe3
153,"[ 70 112  37 ...,  90  61  48]",03b7320cf8054e57b499e01d1cde0644
154,"[234 234 234 ..., 254 254 255]",03b9ab173e5862580909fee10f0ea46d
155,"[228 234 221 ..., 236 242 242]",03bc1c631e57ba87c85b98efd0912c00
156,"[176 158 154 ..., 122 127 138]",03bda5c85206a273eb978c7b9483df5f
157,"[91 66 35 ..., 76 42 11]",03c1557464297ffffc8da977c4db7e68
158,"[ 13  20  13 ...,  91 116  59]",03c81a2e78dc915bc515fcb8aafd2f6f
159,"[ 22  40  31 ..., 100 124  66]",03ca2c79345f4c27232ed5b0dc2821c2
160,"[66 89 53 ..., 82 94 86]",03cae0a6700c5cc4900e576034361e7a
161,"[77 69 57 ..., 73 47 52]",03da788cc7e5c111575daf04e7e3910c
162,"[ 79  84  50 ..., 123 133  97]",03dc61595ad9dbf49e3998cf586ca8cb
163,"[165 162 169 ...,  65  48  35]",03dd99e068f1f2283011cc305f5aaa9f
164,"[96 76 66 ..., 77 68 58]",03ddfa6f292b49e14ed6be5c58246701
165,"[41 49 26 ..., 49 64 52]",03dfefdb2939388f7ca9578cb7c4a2b9
166,"[144 108  85 ..., 133 153 102]",03e1d2ee5fd90aef036c90a9e7f81177
167,"[106  89  73 ..., 129 100  71]",03eb844e1d5aa5addaab20298b1b70c3
168,"[255 205 154 ..., 255 205 154]",03edf850d74d43b2587991ecb673fb33
169,"[255 255 255 ..., 255 255 255]",03f2301867ca4d744773c4c06aa61d3c
170,"[174 167 149 ..., 204 213 215]",03f2f64aebc483ef8e5e17aba7311aa6
171,"[124 124 129 ..., 177 169 177]",03f5b638b8f1c83d3097786e40992ff9
172,"[ 76  75  73 ..., 170 151 111]",03f6435dc8a5e760d19e67831c6034fb
173,"[169 196  37 ..., 252 254 233]",040fef64640b89c53f161b6c5215b78b
174,"[163 163 163 ..., 204 216 228]",041a54577da744348d4da8094e882cd9
175,"[ 87  96 128 ...,  38  52  51]",041b3b8a40b587a486276ac15edd9eaf
176,"[210 239 255 ...,  97  74  63]",041d0d6a8d110b35a3795dd5c68f9a36
177,"[105  64 104 ..., 164 144 137]",04254919cc15c6867cccfd738a926999
178,"[183 127  97 ..., 180 167 154]",0428e1ae313156ec06dc42096cf1372c
179,"[208 200 183 ..., 225 217 207]",042e83e82315bada78f2681d030b0d28
180,"[153 153 148 ..., 250 251 238]",042ecd9a978c2ee48d17f7f781621ac9
181,"[254 255 250 ..., 137 133  84]",0434ddceef3eea9c757c8e9557a2d698
182,"[ 71  61  51 ..., 153 152 152]",0440acb104d7346ccc9bba0716603f6a
183,"[154 140 127 ..., 133 107  77]",0440e760e55c4d6bed536fbc0273801a
184,"[192 164 125 ..., 182 175 136]",044644ffbec4b6d402eb824532478811
185,"[252 252 252 ..., 198 189 186]",044d904b00ce11cec6e493226c39a4e2
186,"[40 18 17 ..., 69 56 38]",044efbf8ab3e7195b8ea3c92ef0d48df
187,"[ 52  45  43 ..., 104 104  98]",044f7e60953230fa45e4367073d96693
188,"[ 10  17   7 ..., 124  95  75]",0450c3899b7ca7cac31406a52c7bc74e
189,"[136 124 134 ...,  81  80  80]",0457342c36e7e7d103fa4b286a1d62f8
190,"[162 165 159 ..., 238 248 239]",045d421a681a7da04ff668992a8b4c3e
191,"[192 114 120 ..., 141  80  83]",045ea2f41120606e2c5ae1315cebfb46
192,"[122 116 116 ..., 163 156 155]",046b28d8ac6f7beb3f63159ecaf4cbb6
193,"[ 99 102 101 ..., 143 146 148]",046d8f04a5a42872774110c6a2db1224
194,"[ 17   6  44 ..., 120  91 137]",047d9a7dc7205c76e5487d6fc5f4a666
195,"[229 229 230 ...,  28  29  22]",0484a6cc686a07e1edacd0fb44b1d965
196,"[128 134 136 ..., 108 108 110]",0486732311e9d60e8712f1dc33c4ebe0
197,"[138 141 176 ..., 189 179 164]",0490b67cb414d527d6c21052b1e3b5dd
198,"[ 80 101  54 ...,  55  92  34]",0496d4170e295688e8d6929b239dd4fb
199,"[108  99  76 ...,  98  88  66]",049a406bfac63012d757167c084ced1b
200,"[172 170 166 ..., 110 100  91]",04a191172e090876d3f180fc318038f0
201,"[250 245 242 ...,  99  62  45]",04a3f5dc6d985601f354ab4434645d83
202,"[160 155 149 ..., 159 165 174]",04b5834c3a969c6308ce157c547bb313
203,"[ 1  1  1 ..., 87 87 88]",04be608c9c005d9aa0224fe08554e4be
204,"[ 79  93  99 ..., 155 151 179]",04c3bdfec0c7f082c7e697c26be9e020
205,"[ 44  72  22 ..., 204 187 180]",04cce0cd53c6f01d242a49e43de513a1
206,"[154 197 114 ..., 154 178 106]",04d2dc1f2804c748b1aa71954bb45d38
207,"[248 227 184 ...,  20  15  12]",04d3a777baa532f7558a860393c4537f
208,"[178 188 107 ...,  36  84  36]",04d4918090b0c2a7b965ff58f13b2ecf
209,"[ 15  16   7 ..., 186 169 164]",04d50b0dce8b8ee9544d9602df85f722
210,"[ 26  11   4 ...,  95 105 124]",04d5d382a8a02d68859850dc282d3ac4
211,"[190 184 144 ..., 156 151 116]",04d6fe2d5ad29be79083e5c9cf3d9b0d
212,"[120  29   3 ...,  22  16  19]",04dea47b883acca9bd57c7ea2930524f
213,"[191 195 194 ...,  81  83  54]",04e370c8510638ca969a716822444085
214,"[134 111  95 ..., 175 156 139]",04e3bb77c15c18fc1ac101d86d612f46
215,"[106 131  99 ...,  90 136 100]",04ea8788cfa17d01c87ea4cdaa0a330d
216,"[92 92 92 ..., 82 82 75]",04f59d1b6887cf10e6fd897514623cf3
217,"[227 214 227 ..., 167 156 189]",04f69d645182d799dbb54862c19c0f38
218,"[203 209 190 ..., 180 251 250]",04f9e2da4b6f5adb9b9d62eba66ba991
219,"[96 86 86 ..., 65 74 63]",04fab70baaf7cd53f8bf78225dbf5409
220,"[ 89 150 207 ...,  67 102  28]",04fb4d719e9fe2b6ffe32d9ae7be8a22
221,"[212 186 122 ..., 174 180 110]",050073020e80e4935b53df8d786c8612
222,"[245 247 246 ...,  37  28  25]",050c59e2063923106443e9fd81683088
223,"[160 171 192 ..., 162 153 136]",0512c1a59449a9c8c83c95722028ac90
224,"[105 120  19 ..., 154 195  48]",05134ea3341a1f4f460168e68ec5765d
225,"[239 213 179 ..., 243 238 225]",0518691772e78ac6805bf006993665a4
226,"[159 235 249 ...,  93 155 209]",052675b01ae0a4b62e090923d131f4ff
227,"[255 255 255 ..., 255 255 255]",053106ed091eac5e129225315ef6cfcb
228,"[112 108 120 ...,  96  78  82]",0543510e763cbf8fc771a097ffda9984
229,"[230 224 210 ..., 110 117 103]",054f069e01a809b23a9da31dd8f4841e
230,"[ 88 113  90 ..., 221 230 226]",055429c6fb404af27ac52a08216e6cda
231,"[190 203 193 ...,  90  62  59]",055cfac66e5d67756ab05d02baeeb04c
232,"[67 91 23 ..., 11 29 11]",0566a60d7504a6fad4161d0ef2765a34
233,"[255 253 255 ...,  34  15  21]",0569f1d79637070f70ca4a62ec510792
234,"[234 244 246 ..., 127 111 106]",056b535b441278e83839984f1b1da0a6
235,"[26 33 13 ..., 63 52 26]",056c314f2a7d119447af259a07eb31df
236,"[219 204 171 ...,  65  25  55]",05719b998e57a11b863a322ecc7652a5
237,"[159 160 145 ..., 139 107  80]",0581b47e4c3890fb74a5485aa4d008f0
238,"[162 160 161 ..., 159 121  98]",058d4bfce39c9f1157ca4c1b019bbf1a
239,"[  8  10   9 ..., 144 152 155]",058ea5b467d08ed978658dc1ad85fb7d
240,"[236 171 105 ..., 252 205 126]",05934390044791b8fd2dd2ba9c0b4b36
241,"[30 34 35 ..., 31 32 26]",0593e37870ee77b0d34508e118bf6670
242,"[214 219 219 ..., 218 220 222]",059513b85ae976a6f591f71bbaae49bf
243,"[148 157 185 ..., 134 130 102]",059a86d50634c78d5a18f918cb0b3f0d
244,"[140 151 135 ..., 109  73  34]",05a05cf4c8d6a4f3f780a9112a11999b
245,"[149 183 106 ...,  14  12  22]",05a5e6f6b575688dc304ae72635db7b6
246,"[252 252 252 ..., 185 176 150]",05a747c5853defa2420b976a9c0918a2
247,"[87 60 47 ..., 57 22 22]",05b5e17b96409ca6db51edaf28bd3bdc
248,"[209 209 209 ...,   3   0  19]",05bac66dfae763fb86ab6360bd3c6f5f
249,"[225 221 209 ...,  83  95  54]",05beb3230462b740e5c56230eb27a7a4
250,"[120 140 105 ...,  61  62  54]",05c128c8e3ef0c2739f181f9c5677f56
251,"[42 62 52 ..., 81 78 39]",05cab78114abb08afcda78ee70222edd
252,"[104  94  85 ..., 226 228 231]",05d6e6de49a6999e56de23c4608af441
253,"[33 24 15 ..., 28 19 11]",05e25c8ec67962c2ef4dd7b0f6aa3918
254,"[ 30   9   7 ..., 131 104  81]",05e3dfffd0b0dca56e6b1d4686e1a6c2
255,"[85 75 74 ..., 55 44 48]",05e93a5604440b065143c81be16cd395
256,"[107 117  57 ..., 140 183  50]",05f59d40acf74affda3c8940ba192f42
257,"[159 122  97 ..., 116  79  40]",05fbe54802ffb6d6256abb93381f5cf4
258,"[70 70 82 ..., 82 83 84]",060112a1a77217039de21f7d0963929d
259,"[45 47 39 ..., 55 61 51]",060b163b5ad74c889c47b9f421825cdb
260,"[229 221 232 ..., 182  71  13]",061592707868d5ced7ee050cb383072d
261,"[37 70 36 ..., 67 81 90]",061a378e68e8734682ea9c04a572e2ab
262,"[ 74  69  65 ..., 215 209 213]",061e9891cd5e77345e3cff761c12db4d
263,"[120 106  91 ..., 126 124 124]",062131c6c38a1e485091c8c3329d9638
264,"[219 213 202 ..., 255 255 251]",06223770cd0968a5fa81b2898e65e34a
265,"[ 99  83  76 ..., 174 161 153]",06412667e714332186d0cf86375e98fb
266,"[ 46  44  40 ..., 178 180 200]",06448bf4366760660b6a7611d93d7533
267,"[116 116 116 ..., 174 130 121]",064dff92e5654a8679f8971a027a4040
268,"[ 14  24  18 ..., 126 128 125]",065221667b1ed903e364b9063ee2195b
269,"[255 255 255 ..., 141 133 134]",06538c8ad646eb2ebbbbdda1c8174899
270,"[ 21  15  12 ..., 153 166 189]",0653d31ae648e2a6628ee3f440729361
271,"[124 124 130 ..., 141 127 115]",065452ccfffdc6b6f60183bd6c88ba89
272,"[ 8  2  3 ..., 30 20  6]",06557d54077c5265ecdcd7273c9c38ca
273,"[ 85 124  72 ...,  53  90  49]",0672592809da7574a87ddcd0ba2f315d
274,"[ 45  70  31 ..., 190 153 161]",0672befac9ea0c8fe82c37b5a634d87c
275,"[19  9  8 ..., 85 73 48]",068314c65cbe67fa4f57283f4f3a801c
276,"[63 53 43 ..., 60 52 40]",0685bcc6cdaa954771379d95d339baf6
277,"[105 128 108 ...,  90  96  86]",06ab2182c2a958a5f0de2035f39a0fa7
278,"[145 147 151 ..., 199 196 187]",06ba5a21442ba19190bfe7bfa9def11c
279,"[248 255 249 ..., 255 255 255]",06bd6a364e68b886c085b9b8b8d2b818
280,"[ 32  77 132 ...,  74  78  71]",06c47d61293f2bb51a94040bb4b20799
281,"[122 156  70 ..., 156  91  69]",06c4dbc5b0ea3674bbc752c4ce76819a
282,"[ 35  29  31 ..., 140 154  95]",06cceae049531cdb98fe67d912aa58a8
283,"[101 125  80 ...,  86 108  49]",06cd8e3fbfe72c34461814239e1deab8
284,"[250 213  86 ..., 116  52  23]",06ce71ab05143b1fe45ba8eeba2e97e4
285,"[134 111  95 ..., 136  62  34]",06d2d84b936225e6c853a0453cb9c878
286,"[253 248 245 ..., 191 212 250]",06d80d6a7aba8bc48606a285bbad0697
287,"[30 25 22 ..., 44 43 38]",06e548623971fbdf8c80b0614f811f50
288,"[131 116 103 ...,  88  64  68]",06faa041b335551e3ccf3c239d006425
289,"[88 72 47 ...,  1  1  1]",06fe22a92fa8dc8f90e7a0f118acad6f
290,"[103  58  26 ..., 104  88  76]",0700d58c82bafe9c4edc81f902178e76
291,"[57 67 59 ..., 40 39 32]",07096719a671e1737b829bd1a88f1dbf
292,"[126 137 151 ..., 110 130  86]",0709abee3095717f43db409dd7ce769b
293,"[ 9  7  9 ..., 15 15 15]",070e8ff540cc8113939ae5dba4a24f80
294,"[10 11  7 ..., 31 24 24]",071652f5f5d0bf00983c075e96ad725f
295,"[130 109 107 ..., 188 149 139]",0718d39d59d9e3b134446440d69b2058
296,"[29 19 10 ..., 90 70 56]",07192213791150248bfb5bbe6b0b0373
297,"[149 137 159 ...,  80 132  60]",0724948de3506f43cda65804efe79b9b
298,"[159 182 196 ..., 105 127 142]",072aa9d6100187288ef00316c8bcdd66
299,"[169 122  94 ..., 123 123  75]",0734a945cc1ab35a9d2348db42075a99
300,"[11 12 14 ..., 16 17 14]",073b9a44c4761fa0792943b61b9c812c
301,"[200 217 251 ..., 115 140  72]",073bb2f975ee39406e692e33364762a3
302,"[ 42  40  66 ..., 133 147 131]",073f0821a0842917e6e97ab322bd63f2
303,"[ 95  97  91 ...,  75  94 103]",0743bfe9525b7a6310a297b11b7e154a
304,"[ 84  88  77 ..., 148 189 251]",07466e87275ed10056a9d2cbb4c733d8
305,"[ 94 121 141 ...,  16  14  12]",0755a940eac9a9b8cf0328b4be062096
306,"[ 93 137  84 ..., 179 167 172]",075a28044780636f48d8571f1d32f73d
307,"[42 39 24 ..., 28 26 27]",0769e276e8b9b992a3fcd6a10deee6a7
308,"[99 93 57 ..., 93 87 52]",076d31a2f676671e4427cc485b9d2918
309,"[70 75 78 ..., 75 82 81]",0773acd6874a703b966367d4d27cac71
310,"[175 175 180 ..., 144 130 121]",07751d1687e0233ff638889d8b365709
311,"[ 93 153 125 ..., 128 128 130]",0779e164a5bed1119e36e622107c6a77
312,"[208 195 195 ..., 214 198 210]",079509ceab0968ce07cffa0df479f1b0
313,"[122 126  79 ..., 177 141 112]",079a7ad36b46704c28d88c4aa183c28e
314,"[170 165 143 ...,  66  68  78]",079e17a742380d333950962f2c83ffd2
315,"[ 54  29  18 ..., 126 110  87]",079f6255a19fdbaa75fb2a902bca894c
316,"[19 51 23 ..., 13 46  9]",07a0214fa84969b5256bf7d20f1b3a9b
317,"[64 80 91 ..., 77 74 59]",07a215abb3ff16fd19a5b832c8f3408b
318,"[ 31  21  20 ..., 177  72  63]",07a4fcb31d0c6259f5ec21a1f193bc39
319,"[208 166 152 ..., 185 172 153]",07b46335006fbbe0328aeb8213b874ce
320,"[127 111 106 ...,  63  61  35]",07b5288a0bb8b9cf1a42d281a9451e51
321,"[137 129 117 ..., 112 112 100]",07bbf36ce2c7407751219804b3d187ec
322,"[122 128 126 ..., 151 150 147]",07c7389196b5dde668d740089f9ebc22
323,"[180 133  77 ...,  15  11   8]",07d1dd1576b5e95f448c1213b6812c40
324,"[ 65  86  66 ..., 236 226 219]",07d6e906eb95f24c53eb92ecc2d47783
